"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KLHL29",130.831222533128,1.07508692370376,0.249202936375278,4.31410215040475,1.60252841108574e-05,0.00983418268269617
"LINC00607",110.5577164626,1.45820380547352,0.557887213046542,2.61379678790356,0.00895422766099808,0.19267869885075
"LINC00900",11.216128869033,1.02118704004201,0.394852619577672,2.58624861381004,0.00970269179623793,0.200807222849721
"LOC100128946",6.78538603161304,5.15441117961709,1.28701130370867,4.00494631613884,6.20315670070738e-05,NA
"LOC100130899",64.4152056302496,1.0989117153402,0.320575391083478,3.42793534970387,0.000608190277469229,0.0616890035455598
"LOXL1",21.6862703276926,1.17773880841188,0.423670074623559,2.77984894132144,0.00543841900477459,0.158642895229067
"LOXL4",104.106416258829,1.01887529987216,0.335209049348169,3.03952205900592,0.00236953849252991,0.10755936352655
"LPL",92.193001756718,1.85662159995134,0.400352169359458,4.63747106184497,3.52697971449366e-06,0.00417418049210324
"MDFI",6.33073087694324,1.22588975395658,0.498570424635996,2.45880961521453,0.0139398519401562,NA
"ME1",517.002161885462,1.09500767432478,0.234025288714152,4.67901430798903,2.88257329189991e-06,0.0040293333261587
"MMEL1",5.08201546219969,1.24407184138184,0.569543787982374,2.18433045471184,0.0289379744585777,NA
"MMP11",35.5111083918972,1.08323624927082,0.470051342835665,2.30450623273622,0.0211942428812778,0.279147384976066
"MMP8",9.27501292011682,1.31237598220997,0.609970326214036,2.15154069929209,0.0314335470119061,0.324639397052139
"MMP9",34.9858527902787,1.06345847373162,0.474476498991304,2.24133013119182,0.0250046985898297,0.301727037673114
"MOXD1",63.2529479602239,1.38317156708898,0.3563562072299,3.88142970159248,0.000103844170979501,0.0324640390369689
"MYOZ3",9.22923810178091,1.18294416966944,0.484099930561618,2.4435949996875,0.0145417405350179,0.243868521178858
"NKD2",11.6266266511069,1.17750796011889,0.373820102481196,3.14993215266726,0.00163308383213812,0.0917998902895668
"NPTX2",10.4228071981391,1.01502639592351,0.447824234287681,2.26657317359798,0.0234163124112516,0.296397922339211
"NPW",22.6153461246221,1.05578345819796,0.36072641370637,2.92682603236637,0.00342440371239728,0.127845947924516
"NTS",27.1297268515272,1.15451240328946,0.463369111099692,2.49156099453739,0.0127183127686494,0.226745323199587
"OLFM2",1289.8258618649,1.29830122591562,0.390789306607129,3.32225371565972,0.000892934602104408,0.0721953146637924
"OLR1",15.2523104156934,1.82139190654991,0.570551230523728,3.19233718044565,0.00141126484170192,0.0871483733015655
"PADI1",14.9380396167686,2.30658111534481,0.706475815874274,3.26491164101687,0.00109498228449423,0.0770833411768765
"PBK",8.86018428074704,1.01283122618109,0.419242167990162,2.41586200891141,0.0156980092363952,0.250337165580205
"PCDHB9",6.32600465522169,1.01252870384102,0.403930950303093,2.50668759866324,0.0121868368609671,NA
"PCDP1",32.5959564593125,1.15517019102694,0.316038624636383,3.65515510123492,0.000257026540076289,0.0477095820296482
"PF4V1",5.89997402433244,1.47586324941007,0.500079156687669,2.95125927500281,0.00316481132749371,NA
"PLEKHG4B",8.78709886611202,1.89704092023206,0.690689844788976,2.74658869613417,0.00602186008066062,0.163986634567212
"PRAMEF10",49.0906846594532,2.1456856875759,0.764168731883273,2.80786899287009,0.00498705100987325,0.151745459394324
"PTPLA",20.8271217097773,1.43081911764546,0.281158296186677,5.089016177191,3.59925911648066e-07,0.00119272248601936
"RAB3B",10.4021076222136,1.46761811170403,0.580639150908308,2.52759068934328,0.0114848158312673,0.216230858478101
"RASGRF1",5.01227818733279,1.1035613855342,0.53563216506242,2.06029707981707,0.0393701489298306,NA
