"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENPP5",35.6897998998888,0.33166074855064,0.20747865798471,1.59852946694441,0.109925192870716,0.504981370981681
"ENPP6",7.90099503639998,-0.31059549201492,0.336809319417142,-0.922170124485909,0.356439843835415,0.746593043814465
"ENPP7",123.45254122502,0.446661202740977,0.328301419769527,1.36052169087341,0.173664893594879,0.590367997942869
"ENSA",3233.39291972767,-0.0304516686197101,0.0821485199297843,-0.370690411047434,0.710868133188619,0.918864825795186
"ENTHD2",561.665734549236,-0.13321325398979,0.144134048913563,-0.924231678731774,0.355365705431556,0.745725414523494
"ENTPD1",415.247295143478,0.256339385976551,0.177733527643113,1.44226803673912,0.149226773524117,0.560142971868006
"ENTPD2",41.2870410001576,0.317742541885271,0.196485097121601,1.61713303726352,0.105849566879608,0.501091849608062
"ENTPD4",1103.18246521071,0.119515064355013,0.0744443878912636,1.60542745719907,0.108399765890319,0.503295649075971
"ENTPD5",6081.62578492999,-0.0900561666326043,0.11824538321321,-0.761604082843748,0.446296337309018,0.801216797649782
"ENTPD6",1402.49045608864,-0.0867540054743552,0.0995485820490248,-0.871474045020865,0.383495371618345,0.763844187849448
"ENTPD7",511.910895439143,0.153987735107606,0.167492998278588,0.919368192642186,0.357903020396987,0.747167530400064
"ENTPD8",292.031146186951,-0.215863528932081,0.195696818161819,-1.10305078518745,0.270005111441965,0.681434489814018
"ENY2",1495.91903387982,0.112457316861132,0.0857226313268672,1.31187429877559,0.189562550608193,0.604942584943595
"EOGT",204.560527707264,0.130066735576735,0.109574932439581,1.18701177980149,0.2352229740574,0.650231445572186
"EOMES",135.90624987209,0.183847451001354,0.189581697173809,0.969753165743643,0.332169542700702,0.727731039648424
"EP300",2326.48238744902,-0.0903396978448092,0.0829075987247175,-1.08964315978767,0.275870363295119,0.687630298249599
"EP400",1175.4908271016,-0.0810396063975906,0.0635084990982106,-1.27604348312924,0.201940148351423,0.61585612332684
"EP400NL",438.934723944639,-0.28350265329932,0.187746584582303,-1.51002828589428,0.131036206736266,0.537977174671993
"EPAS1",7503.40723449525,-0.0284538393162445,0.0728013739737449,-0.390842064691061,0.695913979978136,0.912591906154154
"EPB41",2777.27077554553,0.0459272304927054,0.0696275535936884,0.659612870512639,0.509502292756728,0.833147857882319
"EPB41L1",828.674288970575,-0.716936931827701,0.344131865926037,-2.08332038620855,0.0372220297221597,0.340707936753397
"EPB41L2",1754.79464577411,0.220265846911333,0.113744019017023,1.93650487133189,0.0528058965073529,0.390424319156774
"EPB41L3",384.78326287709,0.012580587386001,0.137976896486811,0.0911789415933383,0.927350407417963,0.984511366726996
"EPB41L4A",360.425736752088,-0.00148866014137617,0.228341586783823,-0.00651944379621716,0.994798273298295,0.999321728524279
"EPB41L4B",4589.28283479453,-0.115975665916013,0.148956164594437,-0.778589232824164,0.436221723695712,0.794957956435796
"EPB41L5",3111.5529570464,-0.254994735230505,0.115429855571495,-2.20908822910696,0.0271685046927354,0.310212150966413
"EPB42",3.37148055121597,-2.37958292451591,0.808378589195826,-2.94364912223011,0.00324367514984384,NA
"EPC1",792.400073073636,-0.0394714657999943,0.0599772916028869,-0.658106839190691,0.510469481485679,0.833297422535588
"EPC2",491.139177485663,-0.031601218764302,0.0726041542798966,-0.435253589518803,0.663378368159169,0.901091669292447
"EPCAM",107.856678785602,0.535772336496874,0.292833734345921,1.82961275856276,0.0673078645497825,0.425472098868268
"EPDR1",254.076685561006,0.173854812980695,0.182362070335233,0.953349633841623,0.340412951322132,0.733989707177483
"EPG5",1399.92998475945,-0.0633522080051453,0.077261647427823,-0.81996967595505,0.412233394297246,0.779625055371654
"EPHA1",1141.07455370756,0.0779921508769439,0.158475708767927,0.492139467198447,0.62262075335051,0.883594998812691
"EPHA10",5.84186971013983,0.102036171099708,0.541340061466865,0.188488121169568,0.850494026562653,NA
"EPHA2",364.306265574102,0.0216036102651839,0.285846165321322,0.0755777508538523,0.939755038073206,0.988054013321765
"EPHA3",322.41599853214,0.45817222418577,0.235217567683347,1.9478656662353,0.0514310389507438,0.387250999567927
"EPHA4",123.120038514485,0.16965582958581,0.237993332776418,0.71285958983226,0.475932647063208,0.81590402716774
"EPHA7",5.36502293401723,0.489379270335618,0.49082944584142,0.997045459439958,0.318742444737155,NA
"EPHB1",119.924191615536,-0.108142169012577,0.244313297470739,-0.442637261795088,0.6580281283538,0.899106309734523
"EPHB2",36.4257142130017,0.446818676349093,0.319515562619977,1.39842539338382,0.161985362095567,0.575466011906171
"EPHB3",23.8910119970894,0.461978422815007,0.389031335417041,1.18750954166653,0.235026695179707,0.650218285595685
"EPHB4",1343.91873298334,-0.0959972712319512,0.11198298042368,-0.85724876109523,0.391307419459381,0.768297062186325
"EPHB6",198.178844337493,0.214776471298948,0.149187285524502,1.43964326815019,0.149968351543766,0.561162063398521
"EPHX1",42548.5149230463,0.0245249480675499,0.149973524616992,0.163528516984466,0.87010232204093,0.968657741840815
"EPHX2",14245.9799778088,0.0220311973582763,0.115068690434579,0.191461267831165,0.84816422295833,0.962538495674309
"EPHX3",7.76927275833731,0.277983106082461,0.387476609549076,0.717419062807334,0.473115560725236,0.815039688672951
"EPM2A",370.110890964271,0.0021442885629013,0.0991192060817339,0.0216334315786702,0.98274036522363,0.996661905080404
"EPM2AIP1",968.366290561723,-0.0834582462773411,0.107435259420113,-0.776823611985593,0.437262843985113,0.795516568405793
"EPN1",1885.1525914916,-0.126657103220426,0.140234076723727,-0.90318349276796,0.366428517302403,0.752871245908991
"EPN2",538.484427664941,-0.0988130571688904,0.0755608894177626,-1.30772755495996,0.190965733751553,0.606297413528283
"EPO",22.3462318346649,-0.133192218348222,0.557480740006239,-0.238918062616355,0.811169119160508,0.951927270725296
"EPOR",421.65995778761,0.00517899279227512,0.104289973272111,0.0496595466446446,0.960393693762128,0.992447405820952
"EPPK1",49.980509559196,-0.141392157472653,0.373290513795809,-0.378772436606827,0.704856857319413,0.91631914020753
"EPRS",2345.42015786891,0.0874962519523493,0.0733783852711952,1.19239816505878,0.233105159452972,0.648855413698254
"EPS15",1707.24780651655,0.0486050846621119,0.0760137265972078,0.639425099096475,0.522546425311679,0.839676865010834
"EPS15L1",440.81168187194,0.065476299801481,0.0753979372979965,0.868409695913801,0.38517008880449,0.76483913890473
"EPS8",1966.80731347754,-0.131440356390435,0.0673416361691399,-1.95184382007441,0.0509567499384802,0.386408416352713
"EPS8L1",27.4767504666549,0.0327550403056942,0.319153594920286,0.102630961477578,0.918255868878278,0.982409707465419
"EPS8L2",2194.33530035965,-0.261461605699486,0.142436006781728,-1.83564262721964,0.066410528348709,0.423051151176378
"EPSTI1",393.302953045015,0.107471390069233,0.222148941413646,0.483780788624685,0.628541450687784,0.886216491412335
"EPT1",2134.23013711166,-0.18240335606421,0.15276182723207,-1.19403753784058,0.232463284651207,0.648186591064998
"ERAL1",1302.79659346604,0.0971489134556913,0.107907438064119,0.900298581808279,0.367961375613438,0.754173269988134
"ERAP1",2761.61360844491,-0.00477523448630052,0.146663981217688,-0.0325590131036524,0.974026255292298,0.99401641709422
"ERAP2",1753.55604694469,-0.179766598838409,0.440342039773217,-0.408243098776106,0.683095209475735,0.909699780427811
"ERBB2",3908.23335680009,0.162899802002086,0.14447187345588,1.12755374527509,0.259508430493745,0.672689201985458
"ERBB2IP",2081.9479285633,-0.0758540231245082,0.0975178465738359,-0.777847602152239,0.436658861312543,0.795229794799684
"ERBB3",7110.60727879908,-0.173435909005895,0.091210377127125,-1.90149316852585,0.0572374464615371,0.400472209851812
"ERBB4",4.126840524817,0.165415832491235,0.718431858661902,0.230245680918615,0.817900866992096,NA
"ERC1",1473.09547867691,-0.0181971660196977,0.074024841638174,-0.245825125957629,0.805817606067134,0.95079186678123
"ERCC1",792.878740399759,-0.0936646911435006,0.0912900299303777,-1.02601227335487,0.304885798911555,0.707613503595119
"ERCC2",332.835326442822,0.0742589460199364,0.088618286691809,0.837964135756646,0.402050846209263,0.773914327367309
"ERCC3",1215.51406787416,-0.0312557954883187,0.0671448407730074,-0.465498095289008,0.641574800604444,0.890305935612649
"ERCC4",383.524905191142,-0.0130377734915524,0.104610823332837,-0.124631210004634,0.900815519020268,0.977287558792907
"ERCC5",126.631106879752,-0.234515822289924,0.134205160005687,-1.7474426637544,0.0805605823881155,0.454325489989342
"ERCC6",360.052844891005,-0.22095281594331,0.0984989810077701,-2.24319900249404,0.0248839846050235,0.301727037673114
"ERCC6L2",360.571929383052,-0.183088601622761,0.0801996580277522,-2.28291000392302,0.022435670089403,0.28951449977517
"ERCC8",185.472582233963,-0.0127834917665579,0.111915027107847,-0.114224980299019,0.909059450089467,0.979888098176653
"ERF",704.848439819647,-0.139031225592054,0.104672641603227,-1.32824798784641,0.184096196043833,0.600096374631175
"ERG",540.452107207411,0.0656424075040049,0.0989848406637312,0.663156166781171,0.507230541402961,0.832108678051167
"ERGIC1",9909.32708594708,0.224441742711712,0.0640870483983268,3.50213886145476,0.000461539004343725,0.0562297041394939
"ERGIC2",679.090075833941,-0.0104534817549762,0.102852037178868,-0.101636117686194,0.919045510112048,0.982683599448021
"ERGIC3",4244.07823655169,0.0888379474364745,0.0942233925677516,0.942843863031097,0.345760772210459,0.736737884072919
"ERH",1287.494469061,0.0764333285522595,0.0753916913590945,1.01381633936561,0.310670397194521,0.71282720901876
"ERI1",192.501088527397,0.166755552662148,0.126743768695855,1.31569034421178,0.188277996380021,0.603984147535445
"ERI2",722.637169709183,-0.0841621344493348,0.145659863121321,-0.577799076875664,0.563399778597818,0.858546025162075
"ERI3",852.165646808408,-0.00446866731638829,0.0834272612892191,-0.0535636343244765,0.957282830502542,0.991679218154848
"ERICH1",277.877253659709,-0.269064120111084,0.12027503202585,-2.23707377648635,0.0252815185557411,0.302665809935025
"ERICH2",26.2791746088686,0.0160994350217918,0.202462651220685,0.0795180490066949,0.936620576038151,0.987142441598889
"ERLEC1",1476.0337249469,0.141501010234452,0.0834918442602839,1.69478841302542,0.0901155663323289,0.47400787890805
"ERLIN1",3967.84683976031,-0.0524341140339117,0.114193853706181,-0.459167567536723,0.646113838702065,0.893050722786363
"ERLIN2",3187.37548018368,-0.0649376501817767,0.0777944417963358,-0.834733802085528,0.403867605225669,0.774202341195061
"ERMAP",1118.60224294117,-0.0357725725525172,0.0692006539828337,-0.516939804664146,0.605198180037477,0.875794008336609
"ERMN",11.7258297805582,0.495835127091735,0.36995354574459,1.34026321086824,0.180159787504496,0.596536274812549
"ERMP1",791.379615001756,-0.0206353638067371,0.0926248512935759,-0.222784312401572,0.823703378077221,0.954802103775114
"ERN1",1768.88317915994,-0.291859562448574,0.189320806923489,-1.54161376761152,0.123167477940283,0.526838400362906
"ERN2",11.1835621789771,1.45202031047444,0.951093039078864,1.52668587699972,0.126839140941506,0.532050057280965
"ERO1L",1085.55033126177,0.0539094683668522,0.132079414331586,0.408159504943839,0.683156575985105,0.909699780427811
"ERO1LB",1103.98037882943,0.0997182881708567,0.15020430074784,0.663884373978492,0.506764318114202,0.832108678051167
"ERP27",13.3587456321083,0.484032908766752,0.262928328946595,1.84093098946773,0.0656316724019715,0.421055257947402
"ERP29",5818.49824179808,-0.0443845481977274,0.106893503033814,-0.41522213172944,0.677979298663193,0.908129787721591
"ERP44",2644.36207335447,0.0556469681854513,0.0734222931098771,0.757902890640791,0.448509119669909,0.802001683985616
