"Entrez_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"100128202",-4.84182925930554e-05,4.6416657225602,-0.00108398847115126,0.999136278430171,0.999571957365511,-5.63122292176269,"LOC100128202"
"100128221",0.0667404848342859,4.67701850331951,1.80639058489169,0.0724936084727911,0.65906777953867,-4.21152450160117,"LOC100128221"
"100128230",0.0379923142705971,5.09732255405274,0.743429512368798,0.458171174450821,0.907703941132365,-5.38876932804,"LOC100128230"
"100128252",0.0286325568476897,5.72557999960074,0.179211134803656,0.857969375915347,0.989586515391705,-5.61711198586784,"LOC100128252"
"100128260",-0.00349625323808933,4.78742189866374,-0.0838610430455606,0.933258205063834,0.994667381500917,-5.62813317381802,"LOC100128260"
"100128265",0.0466613387988106,4.66135142410436,1.19735000580776,0.23271250818027,0.799495178201629,-5.00399604868176,"LOC100128265"
"100128266",-0.00618482293966771,9.54538783427931,-0.128591477626512,0.897821545980381,0.991201899253793,-5.62395758132763,"LOC100128266"
"100128269",0.0182669140549327,5.72377898316167,0.44898953570693,0.653968282570069,0.957365525879835,-5.54269377982386,"LOC100128269"
"100128274",0.00906699457245796,6.89749085169312,0.120356240514197,0.904332452964194,0.992767493555702,-5.62485837939152,"LOC100128274"
"100128288",-0.0561082492478846,11.7102773477311,-0.519590899900242,0.603974074442939,0.945117783040474,-5.512687913268,"LOC100128288"
"100128291",0.0949510705495351,5.00534537458185,1.42506273396464,0.155835397239276,0.740448662622124,-4.74434916405016,"LOC100128291"
"100128295",-0.0474851450347531,5.0817131490557,-0.847045515361537,0.398071622514949,0.890403353866258,-5.31663353865138,"LOC100128295"
"100128300",-0.00298587494035463,4.87122352146491,-0.0710740621096614,0.9434161073182,0.995636073426226,-5.62900370880565,"LOC100128300"
"100128304",0.0514314207745272,4.6918316953922,1.34859262454782,0.179127645359611,0.76377803202188,-4.83646426217455,"LOC100128304"
"100128309",-0.0345816687722644,5.10429229073433,-0.706907807026105,0.480519260377288,0.916061508275975,-5.41197029392861,"LOC100128309"
"100128326",-0.0677157558001902,8.6699069239072,-0.966607083194871,0.33501097244936,0.860485569834882,-5.22182731471031,"LOC100128326"
"100128337",0.144303068812632,6.77203913974321,1.86730176894466,0.0634520842427009,0.641602022596369,-4.1151911042833,"LOC100128337"
"100128353",0.0188489592827636,9.62808256334259,0.582045209127124,0.561249666393273,0.936480699488142,-5.4825109404948,"LOC100128353"
"100128356",-0.00575501683637381,4.88021525044604,-0.141881280960425,0.887329219521453,0.99093000198271,-5.62237823359618,"LOC100128356"
"100128364",-0.0229215957435995,4.63153336680917,-0.618403360805335,0.537075274887237,0.929954068488772,-5.463374062941,"LOC100128364"
"100128370",-0.0455218002558881,5.19246545232025,-1.0682224755714,0.286821526791963,0.839177280244596,-5.13154189819437,"LOC100128370"
"100128374",-0.0415750412689126,4.70853647025798,-1.16751498599919,0.244515215857224,0.811345943526245,-5.03473638920181,"LOC100128374"
"100128392",-0.0359447350151996,4.87458218026574,-0.649652301514408,0.516728129115913,0.925609408406165,-5.44600450561683,"LOC100128392"
"100128398",-0.00845717669553192,5.63218709681079,-0.174305163678631,0.861817534682297,0.989848227323934,-5.61787395212177,"LOC100128398"
"100128410",0.0850346365487891,9.66269983172777,1.38464245217669,0.167840852867654,0.75096784390646,-4.79365709759319,"LOC100128410"
"100128423",0.0634183607550627,5.07192503383103,1.10760149676764,0.269481714333542,0.828422100119427,-5.09416255286884,"LOC100128423"
"100128425",0.0577149671545687,6.00420747964696,1.32706787712889,0.186132864980584,0.769161657295896,-4.86149716612207,"LOC100128425"
"100128440",0.00919255522269147,5.56540102703706,0.263244138302365,0.792657363012477,0.98090529899535,-5.60077887898793,"LOC100128440"
"100128460",-0.00670417427881986,7.17503761862358,-0.0739354339407585,0.941142185067904,0.995632850435703,-5.62882138591149,"LOC100128460"
"100128461",0.0486600412174232,4.61762507751232,0.941560479013726,0.347653915191329,0.866168457643925,-5.24271221846454,"LOC100128461"
"100128476",0.0565775491055884,5.06434664182156,0.695927865801505,0.487353286398604,0.916061508275975,-5.41871842568329,"LOC100128476"
"100128477",-0.0371059875598458,4.70855735753006,-1.03883605782021,0.300246026318096,0.844474813076815,-5.15856663982623,"LOC100128477"
"100128498",-0.0562212238652835,5.26909204261596,-1.22124820848145,0.223556674541205,0.795922008573562,-4.97882302617586,"LOC100128498"
"100128505",-0.0340971032599278,13.4080334216549,-1.8951300004925,0.0596453222709801,0.634323666499993,-4.07016115232435,"LOC100128505"
"100128507",0.0223273909041275,4.70755957719841,0.546054833064772,0.585690600840229,0.942271718587735,-5.50031715618763,"LOC100128507"
"100128510",-0.0679101468787859,9.33935577483349,-0.863628227382328,0.388918045327992,0.886172991521159,-5.30422377078582,"LOC100128510"
"100128516",0.0170120252551307,4.91297649676072,0.436256724775399,0.663162609196693,0.957984706854043,-5.54764089072211,"LOC100128516"
"100128525",0.160357035343662,6.43649327694693,1.73330556112038,0.0847188990608247,0.679422516625014,-4.32305748243888,"LOC100128525"
"100128526",-0.0294180476748869,4.74982618227859,-0.756486187181038,0.450326557549587,0.90551839848433,-5.38019324152615,"LOC100128526"
"100128528",-0.0313022023895257,5.05850028806056,-0.67180867923229,0.502549270223702,0.922111789115712,-5.43317302582277,"LOC100128528"
"100128533",0.065195988694458,5.9659585970001,1.47118415476486,0.14295178017807,0.732284115014894,-4.68639703634108,"LOC100128533"
"100128542",-0.0110434607161203,5.0597184194428,-0.151228077367257,0.879961698900058,0.99093000198271,-5.62117452955984,"LOC100128542"
"100128547",0.0121702958503676,4.7811538416772,0.419855813405582,0.675081291052118,0.960727209958683,-5.55380394145083,"LOC100128547"
"100128548",0.100508308682923,4.68726474889495,2.78233573967256,0.00596043397418218,0.461344077066071,-2.30791733732058,"LOC100128548"
"100128569",0.0163924006280043,4.72275458288162,0.296494826944971,0.767187070668731,0.977525704646618,-5.59260437302466,"C19orf71"
"100128574",-0.0447020831650811,4.70221929319881,-1.23007130220424,0.220242912665527,0.792006533230714,-4.96940581547652,"LOC100128574"
"100128585",0.0084207129436038,6.51031562485377,0.180123858466997,0.857253823663258,0.989399669998701,-5.61696789469122,"LOC100128585"
"100128591",-0.109561658575453,4.88773462698308,-1.46946018849242,0.143418051842611,0.732284115014894,-4.68859557017606,"LOC100128591"
"100128598",-0.0397721238330755,4.82057562247058,-0.990967720741478,0.323004476158358,0.855855062957171,-5.20099451340392,"LOC100128598"
"100128627",0.0163468078825293,5.83890272104525,0.4683514082249,0.640088402563487,0.952276030122242,-5.53489901892554,"LOC100128627"
"100128648",-0.0016521786472854,4.65686503202292,-0.0348655192652494,0.972224821060008,0.997892520039941,-5.63068927348225,"LOC100128648"
"100128653",-0.041142215296345,4.98415717397932,-0.971359749557032,0.332646070889316,0.858517478729055,-5.21780315434913,"LOC100128653"
"100128657",-0.0443824028450823,4.85738085865708,-1.06267800427345,0.289322610432517,0.839177280244596,-5.13669768919195,"LOC100128657"
"100128672",-0.0541308090814763,4.76447828991741,-1.29069626207624,0.198430646034359,0.77646104807247,-4.90290064656053,"LOC100128672"
"100128675",-0.0338539741324047,4.83446437231909,-0.916651541406669,0.360526756405095,0.871869541396932,-5.26294437705969,"LOC100128675"
"100128689",0.0208750393112069,7.52038310985951,0.359025479133388,0.719988233930274,0.970360903238587,-5.57460426244974,"LOC100128689"
"100128691",-0.0440924101358862,5.33023832703896,-0.696967239251928,0.486704110780741,0.916061508275975,-5.41808413944082,"LOC100128691"
"100128695",0.00837421450625175,4.94166792220053,0.249188182625089,0.803493542504381,0.98261141936669,-5.60394266104246,"LOC100128695"
"100128728",-0.00401512343272614,4.73971260386386,-0.104875473594159,0.916589011134351,0.993528157255586,-5.62639042807736,"LOC100128728"
"100128729",-0.137693465023187,6.21915530254955,-2.17571024813634,0.030853513686771,0.569870170167279,-3.58076382557212,"LOC100128729"
"100128731",-0.0138677811141026,12.5585811926294,-0.248438551819122,0.804072547817064,0.98261141936669,-5.60410652025799,"LOC100128731"
"100128737",0.0638152709635156,5.11320626880166,1.72349106644748,0.0864818417523776,0.679422516625014,-4.33769725143314,"LOC100128737"
"100128750",0.0338632570012862,4.80199666140242,0.810603513252668,0.418642017187736,0.897768833760854,-5.34306696346111,"LOC100128750"
"100128760",-0.0126869062246548,4.68027310791894,-0.360390916235654,0.718968748054317,0.970138642405318,-5.57417294971594,"LOC100128760"
"100128761",-0.061459305188313,4.97731556035752,-1.52401583736797,0.129223972171464,0.728445101183461,-4.61780602362039,"LOC100128761"
"100128771",-0.0336118409066906,8.48506102329473,-0.953190288843685,0.341745868429643,0.864280485524396,-5.23308222616609,"LOC100128771"
"100128775",0.0226701020922366,7.02938312458757,0.17021706398649,0.865026700982469,0.990377002591902,-5.61849274344348,"LOC100128775"
"100128781",0.0235824334471246,5.30570830454883,0.704357749678322,0.482101733151014,0.916061508275975,-5.41354688752526,"LOC100128781"
"100128805",-0.0650425245120712,7.39551494046816,-1.37286204127108,0.171468373192317,0.7542541970607,-4.80776706033226,"LOC100128805"
"100128811",-0.0167264792806474,4.640807329769,-0.407053904245457,0.684442169034268,0.963887894047913,-5.55845083237998,"LOC100128811"
"100128816",0.0106718012235376,5.26800837031133,0.35321221556503,0.72433423266603,0.971028751213318,-5.57642225471,"LOC100128816"
"100128822",0.00481665093929706,4.78471911743553,0.107805276966783,0.914267778543927,0.993495613870977,-5.62611663590879,"LOC100128822"
"100128836",0.0467531578562417,7.52397056900889,0.522139291624682,0.602202227437837,0.944696932801312,-5.51152329280068,"LOC100128836"
"100128857",-0.0324289812534104,5.08244606602206,-0.733885862337156,0.463953677232733,0.909343967843156,-5.39494411719185,"LOC100128857"
"100128883",0.0255854696181625,5.1366083840044,0.597601295026508,0.550841752427287,0.934706675781296,-5.47446435673504,"LOC100128883"
"100128888",-0.0682210728197612,5.52787115885628,-1.15807599405098,0.248336021993539,0.811578007149668,-5.04430297994749,"LOC100128888"
"100128899",-0.0874775568641164,6.27900466101325,-1.6055522368793,0.11008953773227,0.71392641346088,-4.5073373551028,"LOC100128899"
"100128908",-0.0302027719306883,5.61110910771983,-0.612733395717041,0.540810219868125,0.932011174061819,-5.46643436085195,"LOC100128908"
"100128918",-0.0383210522702724,4.80411337079517,-1.13180810710812,0.259189992429432,0.822300140455942,-5.0705237486909,"LOC100128918"
"100128927",-0.0242798540231002,7.42275608825547,-0.634602793338672,0.526476832231267,0.92982395787624,-5.45447603423301,"ZBTB42"
"100128936",0.0465324078426104,11.8393354284617,0.891684353789373,0.373728293276459,0.878010004391446,-5.28268503563557,"LOC100128936"
"100128975",0.0650642542552884,6.65253393259616,1.32077360449991,0.188219417195866,0.77048339537897,-4.86874282098572,"LOC100128975"
"100128994",0.0196566171386898,6.26731814273106,0.372765442161025,0.709752649256521,0.969502559708177,-5.57018956681068,"LOC100128994"
"100129022",0.0373924623154549,5.99289560197369,0.883501830483157,0.37811965890118,0.880222124010587,-5.28903722089211,"LOC100129022"
"100129027",0.0135948998036701,4.7340936460251,0.264266328021541,0.791870869583375,0.980830338231452,-5.60054203522263,"LOC100129027"
"100129028",0.0619009170420419,12.7865593571764,1.34012707419658,0.181858801863653,0.765585118545361,-4.84635655457229,"LOC100129028"
"100129034",-0.040445087458389,7.40846897765819,-0.701198547842482,0.4840661745041,0.916061508275975,-5.41549223577147,"LOC100129034"
"100129053",-0.00884546360414795,4.65298212190327,-0.260163916108438,0.795028631472898,0.981217011752725,-5.6014870280366,"LOC100129053"
"100129055",0.00888458108990431,5.35270674876187,0.12805883069361,0.89824246008152,0.9914454282468,-5.62401764638017,"LOC100129055"
"100129063",-0.0600314758896872,4.78022342870957,-1.64112942745695,0.102481084109811,0.704255973814103,-4.45738829157185,"LOC100129063"
"100129067",0.113642614305805,4.83215330273308,1.63388014354347,0.103996194113203,0.706804433964467,-4.46765197223332,"LOC100129067"
"100129076",-0.0127916646639612,5.63414817438835,-0.155369486363676,0.876700581079644,0.99093000198271,-5.62061665219958,"LOC100129076"
"100129086",0.0343616573584313,8.62993451286368,0.536470534750624,0.592282286003682,0.942594481803918,-5.50486812393048,"LOC100129086"
"100129093",0.0348352366970284,4.97445456630303,0.787662098211995,0.431909238058081,0.901638232694941,-5.35911627918165,"LOC100129093"
"100129094",-0.0933125795524452,7.60342952889942,-0.892622887859903,0.373226646355706,0.877344839062154,-5.28195273366221,"LOC100129094"
"100129095",-0.0100598706852821,4.67129534321567,-0.298187236306575,0.765897169707493,0.977165474086839,-5.59216235549192,"LOC100129095"
"100129101",-0.110498743401177,4.79063299376657,-2.74456507002252,0.00666039902452343,0.465124335070549,-2.39553043270467,"LOC100129101"
"100129104",-0.0378221588921859,6.54564488269093,-0.771704217104226,0.441280934960927,0.902833175596722,-5.37001040488799,"LOC100129104"
"100129117",0.0108521811125364,4.71521693127446,0.236246042442473,0.813504886282971,0.984988576123681,-5.60670237515395,"LOC100129117"
"100129118",0.0910412419526505,8.85144911243348,1.72608589076879,0.0860128630308975,0.679422516625014,-4.33383448009803,"LOC100129118"
"100129122",-0.0597954606756756,4.78551885073759,-1.42642714138975,0.15544191765212,0.740331315982515,-4.74266059882791,"LOC100129122"
"100129138",-0.0826786273718332,4.88446448275771,-1.98216294573458,0.0489516892128754,0.615862485433721,-3.92522334271557,"LOC100129138"
"100129139",-0.000319924465799204,4.71105277564537,-0.00945612829158631,0.992465472265503,0.999205174379662,-5.63118414547452,"LOC100129139"
"100129141",-0.0576386068084123,13.315838197995,-3.78918181124798,0.00020472336536372,0.199601416639697,0.414311433120129,"LOC100129141"
"100129144",0.121147827537803,6.06718959460691,1.70212747566718,0.0904226332845973,0.680093334475323,-4.36928700096129,"LOC100129144"
"100129147",0.00889836993155946,4.85904993818667,0.1994434258822,0.842136424571092,0.987805771508898,-5.61374627297532,"LOC100129147"
"100129149",-0.0325766529876841,5.02106483108244,-0.709261128213404,0.479061410387536,0.915676866101006,-5.41051030979192,"LOC100129149"
"100129158",-0.0148281014997291,13.5018518201947,-1.41696620607695,0.158186037623393,0.740787766219531,-4.75433684558036,"LOC100129158"
"100129169",-0.0283752178412442,5.14503356006389,-0.440293515760015,0.6602420273953,0.957865283145205,-5.54608783652806,"LOC100129169"
"100129186",0.0375313605243619,5.22572596625395,0.760612767404499,0.447863300586587,0.904188743256958,-5.37745192222006,"LOC100129186"
"100129191",-0.0242978326460861,4.91696986851199,-0.53888174710837,0.590620725289856,0.942594481803918,-5.50373075355101,"LOC100129191"
"100129195",0.0179253369193306,5.4810352143736,0.534275595228019,0.593796691025203,0.942816637058294,-5.50589905904349,"LOC100129195"
"100129201",-0.0335006939956859,7.1409487215266,-0.804108318158583,0.422373495841754,0.898866357389683,-5.34765725075674,"LOC100129201"
"100129203",0.0265684421842671,6.53879385653226,0.311325820447869,0.755905860663979,0.97601951578084,-5.58864538415621,"LOC100129203"
"100129211",-0.0160122981075279,10.965441061042,-0.130447932936182,0.896354744816158,0.991201899253793,-5.62374628586997,"LOC100129211"
"100129237",0.0559739003323383,8.89868404290871,0.985121477039549,0.325859768007072,0.857164966828132,-5.20604085051655,"LOC100129237"
"100129243",0.122525586781326,5.51064391702034,1.67608435783029,0.0954223033599049,0.687126815286774,-4.40728180624227,"LOC100129243"
"100129267",-0.0354587424214809,5.91092727033668,-0.746825172504934,0.456123614615772,0.907703941132365,-5.3865532058739,"LOC100129267"
"100129269",-0.0313779854367411,10.0032069547422,-0.27796416379164,0.781352383085198,0.978935045638226,-5.59727972946874,"LOC100129269"
"100129295",-0.0308296796446532,5.09653563183669,-0.712216061986887,0.477234322522121,0.915302463984912,-5.40867026024566,"LOC100129295"
"100129297",0.0222702708623297,5.52422853364995,0.570150489665661,0.569272099683594,0.937918683315513,-5.48852104954792,"LOC100129297"
"100129303",0.00831711274617497,4.89668297224251,0.198812109618292,0.842629530177093,0.987805771508898,-5.61385672857844,"LOC100129303"
"100129322",0.00756232837671167,5.0250394554112,0.147582018584368,0.882834459279546,0.99093000198271,-5.62165320813209,"LOC100129322"
"100129335",-0.00442412179802165,4.97866404505236,-0.0814145747176408,0.935200869253652,0.99474668741205,-5.62831084405046,"LOC100129335"
"100129343",-0.0311634850176743,4.93530324603423,-0.753660328803996,0.452017835922584,0.90551839848433,-5.38206193844387,"LOC100129343"
"100129361",0.00680076019941289,4.91987207633987,0.162465890197168,0.871117510298368,0.99086752979575,-5.61962568841867,"LOC100129361"
"100129362",-0.0593325792361892,12.6417885086694,-0.741781188878146,0.459166973311532,0.908048588849778,-5.38984146302223,"LOC100129362"
"100129365",0.0388793804505871,4.84934701071425,0.815171477834485,0.416029484017365,0.896771546815837,-5.33981674878354,"LOC100129365"
"100129375",-0.0650580675620933,4.79738398893309,-1.82560564477927,0.0695330412809647,0.654956388840054,-4.18146611208014,"LOC100129375"
"100129379",-0.000474348979926376,12.9976987996188,-0.0131521446085984,0.9895206782612,0.999175988448833,-5.63114742693682,"LOC100129379"
"100129387",0.0769082207251284,5.02878635019881,1.08314642579789,0.28016269695131,0.836889072853344,-5.11753272308825,"LOC100129387"
"100129390",-0.0269992452183425,4.77327637870355,-0.73812410075039,0.46138068265933,0.908505856241889,-5.39221173797793,"LOC100129390"
"100129405",0.0368005783953755,4.62598646314041,0.678732343511741,0.498161416417499,0.92177379110292,-5.42907555249839,"MSTO2P"
"100129410",-0.0133855219736123,4.9602342643067,-0.253062049571895,0.800503155935933,0.982204957164878,-5.60308802441066,"LOC100129410"
"100129424",0.0425861172408943,13.2644629969965,2.47168027915071,0.0143582302579636,0.509034456741456,-2.9958324085089,"LOC100129424"
"100129426",-0.00985358174181439,5.84816915524439,-0.11587906089684,0.907874932774847,0.992767493555702,-5.62532310503241,"LOC100129426"
"100129434",-0.0463583035419575,4.70290616896517,-1.81920192319234,0.0705083761557993,0.657713393562342,-4.19151747148814,"LOC100129434"
"100129441",0.0393411443816136,6.35279067034264,0.559579589725184,0.57644768626791,0.939570737826351,-5.49375853251506,"LOC100129441"
"100129443",-0.0114777018468262,4.53539348905482,-0.280438161163431,0.779456845216935,0.978756977465171,-5.59667296029813,"LOC100129443"
